size,num_sections,num_unique_sections,section_names_entropy,avg_section_size,min_section_size,max_section_size,total_section_size,avg_entropy,min_entropy,max_entropy,has_packed_sections,has_executable_sections,writable_executable_sections,num_imports,num_unique_dlls,num_unique_imports,imports_to_dlls_ratio,has_import_name_mismatches,suspicious_imports_count,num_exports,suspicious_exports,suspicious_api_chains,has_delayed_imports,is_dll,is_executable,is_system_file,has_aslr,has_dep,is_signed,has_rich_header,rich_header_entries,num_strings,avg_string_length,has_suspicious_strings,has_anti_debug,has_vm_detection_imports,has_vm_detection_strings,has_vm_mac_addresses,has_anti_debug_imports,has_anti_debug_strings,has_process_creation_imports,has_createprocess,has_setwindowshookex,has_nop_sleds,has_resources,num_resources,has_embedded_exe,has_debug,has_tls,has_relocations,ep_in_first_section,ep_in_last_section,ep_section_entropy,has_suspicious_sections,Family_Label,label
208896,5,5,2.321928095,40960,4096,143360,204800,4.640837149,2.597247329,6.644363543,0,1,0,114,7,114,16.28571429,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1301,11.38893159,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.644363543,0,Spyware,1
434176,6,6,2.584962501,72106.66667,1024,361984,432640,4.514188793,0.268189573,7.987129503,0,1,1,25,2,25,12.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4627,5.0313378,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4.467989,0,Spyware,1
405504,4,4,2,100352,12288,258048,401408,6.410194211,3.454515375,7.921185081,0,1,0,41,2,41,20.5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4421,4.869486542,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.382460547,0,Trojan,1
466944,4,4,2,115712,20480,294912,462848,6.963524747,6.604322528,7.368532316,0,1,0,78,7,78,11.14285714,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4361,5.101352901,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.702313919,0,Spyware,1
471040,4,4,2,116736,8192,253952,466944,6.421269665,4.191891119,7.874527691,0,1,0,84,4,84,21,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4397,5.124857858,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.482418612,0,Trojan,1
1673230,11,11,3.459431619,152017.4545,0,1373696,1672192,3.043534575,0,6.332893935,1,1,0,187,13,187,14.38461538,0,7,0,0,1,0,0,2,0,64,256,0,0,0,5131,11.19294485,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,6.332893935,0,Benign,0
173408,5,5,2.321928095,32256,0,128000,161280,4.322154125,0,6.415810447,1,1,0,164,7,164,23.42857143,1,3,0,0,0,0,0,2,0,64,256,0,0,0,809,12.223733,1,0,0,0,0,1,1,1,1,0,0,1,5,0,0,0,0,1,0,6.415810447,0,Benign,0
130128,12,12,3.584962501,9088,0,74240,109056,2.852723409,0,6.135145129,1,1,0,220,15,220,14.66666667,0,1,0,0,0,0,0,2,0,64,256,0,0,0,1377,14.67465505,1,0,0,0,0,0,1,0,0,0,1,1,4,0,0,1,0,1,0,6.135145129,0,Benign,0
171008,5,5,2.321928095,33996.8,1536,104448,169984,4.66614332,2.988337543,5.965346293,0,1,0,185,14,185,13.21428571,1,10,0,0,1,0,0,2,0,0,256,0,0,0,872,10.76146789,1,1,0,0,0,1,1,1,1,0,0,1,6,0,1,0,0,1,0,5.965346293,0,Benign,0
356352,4,4,2,88064,4096,188416,352256,5.953276649,2.221518004,7.869950735,0,1,0,19,5,19,3.8,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3844,4.687565036,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,2.221518004,0,Ransomware,1
45464,8,8,3,4416,0,24576,35328,2.867807017,0,5.965036732,1,1,0,80,8,80,10,1,3,0,0,0,0,0,2,0,64,256,0,0,0,534,14.71722846,1,0,0,0,0,1,1,0,0,0,0,1,4,0,1,0,0,1,0,5.965036732,0,Benign,0
503808,4,4,2,124928,16384,339968,499712,5.355932338,2.003957827,7.976641803,0,1,0,45,4,45,11.25,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4487,4.829953198,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,6.17913797,0,Trojan,1
405504,4,4,2,100352,12288,274432,401408,7.132758387,6.344696877,7.821989095,0,1,0,39,2,39,19.5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4304,4.798327138,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.344696877,0,Trojan,1
284184,7,7,2.807354922,40301.71429,1024,264192,282112,3.919074177,0,7.715970247,0,1,0,267,5,267,53.4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,3194,6.057294928,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,5.108183428,0,Ransomware,1
417792,4,4,2,103424,16384,208896,413696,6.361426933,3.168797949,7.940639609,0,1,0,62,3,62,20.66666667,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4358,5.038779257,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.473811014,0,Trojan,1
364032,4,4,2,90752,1536,354304,363008,4.518283432,0.067845575,7.943876612,0,1,0,39,4,38,9.75,0,3,0,0,0,0,0,2,0,0,0,0,0,0,4012,4.6889332,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.109692148,0,Ransomware,1
376832,4,4,2,93952,1536,367104,375808,4.605069336,0,7.921006009,0,1,0,39,4,35,9.75,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4202,4.7736792,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.469617961,0,Trojan,1
196096,4,4,2,48768,5120,99328,195072,5.498297236,3.275219661,6.921746359,0,1,0,102,2,102,51,0,6,0,0,0,0,0,2,0,0,0,0,0,0,1410,9.258865248,1,1,0,0,0,1,1,1,1,0,1,1,5,0,0,0,0,1,0,6.432057181,0,Ransomware,1
413696,4,4,2,102400,8192,212992,409600,6.473667154,3.646835506,7.897486258,0,1,0,58,2,58,29,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4313,5.055645722,1,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,1,0,6.480276073,0,Trojan,1
129536,5,5,2.321928095,25702.4,512,119296,128512,4.676739244,0.864477746,6.676129125,0,1,0,85,1,85,85,0,2,0,0,0,0,0,2,0,64,256,0,0,0,1051,17.03710752,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,0,1,0,6.676129125,0,Benign,0
1428494,11,11,3.459431619,129768.7273,0,1125888,1427456,3.030167261,0,6.291092626,1,1,0,187,13,187,14.38461538,0,7,0,0,1,0,0,2,0,64,256,0,0,0,4414,12.25487087,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,6.291092626,0,Benign,0
212992,5,5,2.321928095,41779.2,4096,147456,208896,4.709412875,2.609819024,6.620593801,0,1,0,115,7,115,16.42857143,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1305,11.50957854,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.620593801,0,Spyware,1
281672,6,6,2.584962501,29781.33333,0,134144,178688,4.084549391,0,6.54134982,1,1,0,171,8,171,21.375,1,4,0,0,0,0,0,2,0,64,256,0,0,0,2229,8.056527591,1,0,0,0,0,1,1,1,1,0,0,1,5,0,0,0,0,1,0,6.497884652,0,Benign,0
434176,4,4,2,107520,8192,364544,430080,5.612158623,3.917926291,7.736525955,0,1,0,69,5,69,13.8,0,4,1,0,0,0,0,2,0,0,0,0,0,0,4334,5.269266267,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,6.232144104,0,Trojan,1
58933,10,10,3.321928095,5478.4,0,35840,54784,2.914887366,0,6.186614343,1,1,0,76,3,76,25.33333333,0,0,0,0,0,0,0,2,0,0,0,0,0,0,637,13.02354788,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,6.186614343,0,Benign,0
188416,7,7,2.807354922,26331.42857,4096,94208,184320,3.154081775,0.015920183,7.028705906,0,1,0,117,22,117,5.318181818,0,5,0,0,0,0,0,2,0,64,256,0,0,0,1148,9.233449477,1,1,0,0,0,1,1,1,1,0,0,1,5,0,1,0,0,1,0,5.804581453,0,Benign,0
119328,6,6,2.584962501,17834.66667,1024,61440,107008,4.310408883,1.98114181,6.386572044,0,1,0,86,2,86,43,0,6,0,0,0,0,0,2,0,64,256,0,0,0,997,10.50752257,1,1,0,0,0,1,1,1,1,0,0,1,4,0,1,0,0,1,0,6.386572044,0,Benign,0
454656,4,4,2,112640,8192,245760,450560,6.465319638,4.251664605,7.840298198,0,1,0,88,5,88,17.6,0,6,0,0,1,0,0,2,0,0,0,0,0,0,4431,5.107199278,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.476246889,0,Spyware,1
430080,4,4,2,106496,12288,360448,425984,5.094929233,0.709571126,7.905057586,0,1,0,64,4,64,16,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4488,5.22214795,1,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.141130626,0,Ransomware,1
99881,8,8,3,12224,512,89088,97792,2.692249278,0,7.721526541,0,1,0,8,4,8,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,887,5.402480271,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,5.513747043,0,Trojan,1
656523,18,18,4.169925001,30556.88889,0,151040,550024,4.133949286,0,6.531496333,1,1,0,209,6,207,34.83333333,0,2,0,0,1,0,0,2,0,64,256,0,0,0,4709,14.55553196,1,0,0,0,0,0,1,0,0,0,1,1,4,0,0,1,0,1,0,6.095579229,0,Benign,0
42969,10,10,3.321928095,3891.2,0,23552,38912,2.874565055,0,6.171090913,1,1,0,73,3,73,24.33333333,0,0,0,0,0,0,0,2,0,0,0,0,0,0,510,12.75490196,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,6.171090913,0,Benign,0
1655352,6,6,2.584962501,274005.3333,512,1487360,1644032,4.807879857,0.437204093,7.985037442,0,1,0,142,5,142,28.4,1,6,0,0,0,0,0,2,0,64,256,0,0,0,18805,5.369688913,1,1,0,0,0,1,1,1,1,0,0,1,7,0,1,1,0,1,0,6.641003552,0,Benign,0
26915,3,3,1.584962501,3925.333333,0,11264,11776,3.683782074,0,7.827240901,1,1,2,9,4,9,2.25,0,3,0,0,1,0,0,2,0,0,0,0,0,0,549,9.766848816,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.827240901,0,Benign,0
208896,5,5,2.321928095,40960,4096,143360,204800,3.430886936,0,6.643441007,0,1,0,114,7,114,16.28571429,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1008,11.72420635,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6.643441007,0,Trojan,1
4089312,6,6,2.584962501,680362.6667,512,2165760,4082176,5.06161382,0,7.591290365,0,1,0,581,17,581,34.17647059,0,12,0,0,1,0,0,2,0,64,256,0,0,0,18386,11.48025672,1,1,0,1,0,1,1,1,0,1,1,1,14,0,1,0,0,1,0,6.54107543,0,Benign,0
305152,3,3,1.584962501,101546.6667,0,299520,304640,3.84960205,0,7.763465606,1,1,2,8,3,8,2.666666667,0,3,0,0,1,0,0,2,0,0,0,0,0,0,2969,4.674637925,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,7.763465606,0,Spyware,1
4608,4,4,2,896,0,2048,3584,1.970989438,0,5.426230607,1,1,0,16,2,16,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,28,10.17857143,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5.426230607,0,Benign,0
5032298,17,17,4.087462841,248922.3529,0,2143232,4231680,3.563299868,0,7.895455604,1,1,0,1745,16,1745,109.0625,0,7,0,0,1,0,0,2,0,64,256,0,0,0,38795,15.85245521,1,0,1,1,0,1,1,0,0,0,1,1,2,0,0,1,0,1,0,6.099767544,0,Benign,0
167936,9,9,3.169925001,18545.77778,512,142336,166912,3.093104942,0.41684623,7.970965714,0,1,1,18,2,18,9,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1854,5.515102481,1,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,1,0,7.921735527,0,Trojan,1
140840,4,4,2,34688,3072,112128,138752,5.784516569,4.375678358,6.980284281,0,1,0,583,4,583,145.75,1,5,0,0,0,0,0,2,0,0,0,0,0,0,1412,10.96175637,1,1,0,0,0,1,1,1,1,0,0,1,6,0,0,0,0,1,0,6.980284281,0,Spyware,1
405504,4,4,2,100352,12288,258048,401408,6.412653854,3.463350707,7.921592106,0,1,0,41,2,41,20.5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4317,4.860088024,1,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.381199887,0,Spyware,1
67202,10,10,3.321928095,6297.6,0,43008,62976,3.11669452,0,6.238251523,1,1,0,72,3,72,24,0,2,0,0,0,0,0,2,0,64,256,0,0,0,651,13.31643625,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,6.238251523,0,Benign,0
413696,4,4,2,102400,8192,212992,409600,6.470833189,3.646835506,7.896792319,0,1,0,58,2,58,29,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4472,5.033094812,1,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,1,0,6.480068855,0,Trojan,1
208896,5,5,2.321928095,40960,4096,143360,204800,3.425829114,0,6.643807596,0,1,0,114,7,114,16.28571429,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1003,11.76769691,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6.643807596,0,Ransomware,1
163704,5,5,2.321928095,31129.6,2048,120320,155648,3.760948337,0,7.102085631,0,1,0,287,6,287,47.83333333,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1264,10.86867089,1,0,0,0,0,0,0,1,1,1,0,1,4,0,0,0,0,1,0,7.102085631,0,Trojan,1
442880,4,4,2,110464,1536,430080,441856,4.032635969,0.089524219,7.619114068,0,1,0,39,4,37,9.75,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4103,4.799415062,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,4.508404757,0,Trojan,1
458752,4,4,2,113664,8192,249856,454656,6.495795826,4.365003733,7.870610409,0,1,0,95,6,95,15.83333333,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4361,5.159137812,1,0,0,1,0,1,1,0,0,0,0,1,4,0,0,0,0,1,0,6.528270112,0,Trojan,1
413696,4,4,2,102400,20480,344064,409600,4.624132936,0.899782448,7.963609189,0,1,0,47,2,47,23.5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4343,4.865070228,1,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,1,0,6.072533186,0,Trojan,1
413696,4,4,2,102400,12288,339968,409600,6.077751007,4.974206513,7.976503068,0,1,0,44,4,44,11,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4473,4.815336463,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,6.35447822,0,Trojan,1
466944,4,4,2,115712,8192,249856,462848,6.458080594,4.258259086,7.871671356,0,1,0,87,5,87,17.4,0,6,0,0,1,0,0,2,0,0,0,0,0,0,4381,5.146085369,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.488754965,0,Ransomware,1
165256,6,6,2.584962501,23808,1536,91136,142848,4.657714393,2.722410146,6.58343353,0,1,0,150,11,150,13.63636364,0,9,0,0,1,0,0,2,0,64,256,0,0,0,3584,19.52176339,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,6.58343353,0,Benign,0
206336,6,6,2.584962501,34218.66667,512,165888,205312,4.816157009,1.309136703,6.588789933,0,1,0,30,7,30,4.285714286,0,2,3,1,0,0,0,2,0,0,0,0,0,0,3220,5.904658385,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,0,6.580261204,0,Ransomware,1
2087936,8,8,3,260864,0,1705472,2086912,3.393621038,0,6.629599087,1,1,0,603,13,566,46.38461538,0,13,0,0,1,0,0,2,0,0,0,0,0,0,13623,12.66050062,1,0,0,1,0,1,1,1,0,1,0,1,10,1,0,1,0,1,0,6.539166946,0,Benign,0
246368,6,6,2.584962501,23893.33333,0,98816,143360,3.213291725,0,6.497884652,1,1,0,171,8,171,21.375,1,4,0,0,0,0,0,2,0,64,256,0,0,0,1888,8.524364407,1,0,0,0,0,1,1,1,1,0,0,1,5,0,0,0,0,1,0,6.497884652,0,Benign,0
96297,4,4,2,23552,512,89600,94208,4.431562854,2.076710866,7.528213212,0,1,0,7,2,7,3.5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,887,6.162344983,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,5.540884033,0,Spyware,1
74040,18,18,4.169925001,2048,0,10240,36864,2.704999675,0,5.851731908,1,1,0,60,4,60,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1041,16.31508165,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,5.788411393,0,Benign,0
425984,4,4,2,105472,12288,360448,421888,5.139020141,0.709169302,7.903969789,0,1,0,58,3,58,19.33333333,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4362,5.215497478,1,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.130410456,0,Trojan,1
345088,4,4,2,86016,1536,332288,344064,4.155775946,0.082192234,7.920141029,0,1,0,39,4,38,9.75,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3828,4.802246604,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,4.57662863,0,Spyware,1
260136,5,5,2.321928095,51609.6,512,252416,258048,3.543252054,0,7.729539475,0,1,0,5,2,5,2.5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1564,5.173913043,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,5.460676747,0,Spyware,1
164512,5,5,2.321928095,32256,512,117760,161280,2.069543826,0,7.071027329,0,1,0,9,2,9,4.5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1005,6.145273632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.071027329,0,Trojan,1
152976,6,6,2.584962501,21760,1536,78848,130560,4.581386451,2.816741349,6.307699904,0,1,0,143,7,143,20.42857143,0,4,0,0,0,0,0,2,0,64,256,0,0,0,1325,11.60528302,1,1,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0,1,0,6.307699904,0,Benign,0
865280,6,6,2.584962501,144042.6667,17408,580096,864256,4.783866771,3.416671009,6.214490607,0,1,0,366,9,366,40.66666667,0,6,0,0,0,0,0,2,0,64,0,0,0,0,3413,8.475827718,1,1,0,0,0,1,1,1,0,1,0,1,10,0,0,0,0,1,0,6.214490607,0,Benign,0
131168,9,9,3.169925001,14336,1024,108032,129024,2.565218486,0.160328726,7.080758834,0,1,0,243,4,243,60.75,0,1,0,0,0,0,0,2,0,0,0,0,0,0,977,9.518935517,1,0,0,0,0,0,1,1,0,1,0,1,6,0,0,0,0,1,0,7.080758834,0,Trojan,1
165024,8,8,3,20224,512,145408,161792,1.214652785,0,6.048916906,0,1,0,10,3,10,3.333333333,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1089,5.983471074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.048916906,0,Trojan,1
23552,6,6,2.584962501,3754.666667,512,14848,22528,3.028222362,0.732733469,6.037548915,0,1,0,84,4,84,21,0,2,0,0,0,0,0,2,0,64,256,0,0,0,311,11.08681672,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,0,1,0,6.037548915,0,Benign,0
430080,4,4,2,106496,12288,360448,425984,5.094759962,0.710185927,7.903606316,0,1,0,64,4,64,16,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4441,5.199954965,1,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.140613361,0,Trojan,1
393216,4,4,2,97280,8192,311296,389120,6.773104564,5.961254198,7.922084103,0,1,0,44,3,44,14.66666667,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4254,4.830747532,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,6.364301579,0,Spyware,1
95272,3,3,1.584962501,31232,512,92160,93696,4.533371763,2.093858639,7.619123616,0,1,0,10,4,10,2.5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1026,5.813840156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.619123616,0,Spyware,1
133120,7,7,2.807354922,18870.85714,512,122880,132096,3.338281926,0.160328726,7.037783406,0,1,0,159,7,159,22.71428571,0,4,0,0,0,0,0,2,0,0,0,0,0,0,862,7.421113689,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,7.037783406,0,Trojan,1
130144,8,8,3,16000,1024,108032,128000,2.873059575,0.160328726,7.077597724,0,1,0,238,4,238,59.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,953,9.609653725,1,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,7.077597724,0,Ransomware,1
142432,6,6,2.584962501,23381.33333,1024,126464,140288,3.132728665,0,6.24587308,0,1,0,104,6,104,17.33333333,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1243,7.148833467,1,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,1,0,6.24587308,0,Ransomware,1
145224,6,6,2.584962501,12288,0,29184,73728,3.345313101,0,6.497884652,1,1,0,171,8,171,21.375,1,4,0,0,0,0,0,2,0,64,256,0,0,0,1503,9.610778443,1,0,0,0,0,1,1,1,1,0,0,1,5,0,0,0,0,1,0,6.497884652,0,Benign,0
114688,7,7,2.807354922,15798.85714,4096,40960,110592,2.953836552,0.029885089,6.162194664,0,1,0,70,4,70,17.5,0,6,0,0,0,0,0,2,0,64,256,0,0,0,807,10.27881041,1,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0,1,0,6.162194664,0,Benign,0
64009,10,10,3.321928095,5734.4,0,37376,57344,3.071857437,0,6.141109919,1,1,0,136,8,136,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,743,13.76043069,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,6.141109919,0,Benign,0
208896,5,5,2.321928095,40960,4096,143360,204800,4.635213967,2.607178791,6.64348596,0,1,0,114,7,114,16.28571429,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1307,11.3986228,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.64348596,0,Spyware,1
221184,5,5,2.321928095,43417.6,4096,151552,217088,3.493358275,0,6.644508379,0,1,0,115,7,115,16.42857143,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1015,11.65615764,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6.644508379,0,Trojan,1
557568,3,3,1.584962501,181760,13312,500224,545280,6.367068858,3.685399418,7.995702993,0,1,0,83,4,68,20.75,0,1,0,0,0,0,0,2,0,0,0,0,0,0,6102,4.771058669,1,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,1,0,3.685399418,0,Ransomware,1
89344,7,7,2.807354922,11264,512,61440,78848,3.686301154,0.993399999,5.972433434,0,1,0,136,22,136,6.181818182,0,5,0,0,0,0,0,2,0,64,256,0,0,0,682,13.20821114,1,1,0,0,0,1,1,0,0,0,1,1,3,0,1,0,0,1,0,5.972433434,0,Benign,0
91648,3,3,1.584962501,19456,5632,41984,58368,3.387595057,0.648794772,6.524306556,0,1,0,61,2,61,30.5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1048,17.14980916,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,6.524306556,0,Benign,0
257024,3,3,1.584962501,85504,512,253440,256512,3.799667568,0.101910426,6.991728334,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2,0,64,256,0,0,0,1146,9.29930192,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,6.991728334,0,Ransomware,1
503808,4,4,2,124928,16384,339968,499712,5.367683602,2.002906904,7.976552291,0,1,0,45,4,45,11.25,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4365,4.83207331,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,6.187060952,0,Ransomware,1
934400,9,9,3.169925001,103708.4444,0,690688,933376,2.96018832,0,6.145261033,1,1,0,223,6,220,37.16666667,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4081,17.48149963,1,0,0,0,0,1,1,1,1,0,1,1,3,0,0,1,0,1,0,6.145261033,0,Benign,0
208896,5,5,2.321928095,40960,4096,143360,204800,4.634000262,2.606806922,6.644025743,0,1,0,114,7,114,16.28571429,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1312,11.35746951,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.644025743,0,Trojan,1
463536,5,5,2.321928095,88473.6,1024,276480,442368,4.889995223,2.875452208,6.064170007,0,1,0,101,2,101,50.5,0,5,0,0,0,0,0,2,0,0,0,0,0,0,3850,14.86441558,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,6.064170007,0,Benign,0
208896,5,5,2.321928095,40960,4096,143360,204800,4.63434975,2.608004526,6.643807596,0,1,0,114,7,114,16.28571429,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1289,11.47866563,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.643807596,0,Trojan,1
458752,4,4,2,113664,24576,167936,454656,6.971346626,6.323108564,7.872587012,0,1,0,81,7,81,11.57142857,0,6,0,0,1,0,0,2,0,0,0,0,0,0,4157,5.173923503,1,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,1,0,6.323108564,0,Trojan,1
224256,3,3,1.584962501,74410.66667,0,222208,223232,3.986374584,0,7.997875826,1,1,2,5,2,5,2.5,0,2,0,0,1,0,0,2,0,64,256,0,0,0,2744,4.72303207,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7.997875826,0,Benign,0
1369600,4,4,2,342144,7680,936448,1368576,4.73396728,2.495439634,6.490731304,0,1,0,319,15,319,21.26666667,1,7,0,0,0,0,0,2,0,0,256,0,0,0,2269,17.1198766,1,1,0,0,0,1,1,1,0,0,0,1,11,0,0,0,0,1,0,6.490731304,0,Benign,0
390656,4,4,2,97408,1536,380928,389632,4.547671025,0,7.881730364,0,1,0,39,4,36,9.75,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4451,4.783868794,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.27862543,0,Spyware,1
1084664,7,7,2.807354922,153234.2857,512,612864,1072640,4.937466194,0.437886648,6.311945449,0,1,0,422,25,422,16.88,1,14,4,3,1,0,0,2,0,64,256,0,0,0,5097,21.83617814,1,1,0,1,0,1,1,1,1,0,0,1,6,0,1,1,0,1,0,6.311945449,0,Benign,0
53592,12,12,3.584962501,3200,0,17920,38400,2.384583916,0,6.180405213,1,1,0,93,12,93,7.75,0,1,0,0,0,0,0,2,0,64,256,0,0,0,595,16.15798319,1,0,0,0,0,0,1,0,0,0,1,1,4,0,0,1,0,1,0,6.180405213,0,Benign,0
